BIN,Accident Report ID,Incident Date,Record Type Description,Check2 Description,Fatality,Injury,House Number,Street Name,Borough,Block,Lot,Postcode,Latitude,Longitude,Community Board,Council District,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
3117573,44352,3/5/2025,Incident,Scaffold/Shoring Installations,0,0,222,EAST 17 STREET,Brooklyn,5120,26,11226,40.645513,-73.96332,314,40,3051200026,512,BK1401
2130685,43261,5/15/2024,Accident,Mechanical Construction Equipment,0,1,221 D,MANIDA STREET,Bronx,2777,100,10474,40.805223,-73.885975,202,17,2027770100,9302,BX0201
1046777,44366,3/7/2025,Accident,Worker Fell,0,1,1020,5 AVENUE,Manhattan,1495,1,10028,40.779558,-73.961531,108,4,1014950001,142,MN0802
3006610,44363,3/7/2025,Accident,Worker Fell,0,1,251,DOUGLASS STREET,Brooklyn,412,50,11217,40.680708,-73.985308,306,39,3004120050,127,BK0601
3429699,44375,3/10/2025,Accident,Other Construction Related,0,1,2333,WEST 11 STREET,Brooklyn,7140,16,11223,40.59089,-73.981194,313,47,,382,BK1301
3429685,44373,3/10/2025,Accident,Material Failure (Fell),0,1,201,25 STREET,Brooklyn,652,1,11232,40.660189,-73.997527,307,38,3006520001,101,BK0702
2014932,44380,3/12/2025,Accident,Other Construction Related,0,1,2275,LORING PLACE,Bronx,3225,77,10468,40.861175,-73.908825,207,14,2032250077,255,BX0701
3058677,44386,3/13/2025,Incident,Other Construction Related,0,0,52,SAINT FELIX STREET,Brooklyn,2096,55,11217,40.688445,-73.977684,302,35,3020960055,33,BK0203
1091788,44379,3/11/2025,Accident,Other Construction Related,0,1,255,EAST 39 STREET,Manhattan,920,28,10016,40.748247,-73.974347,106,4,,88,MN0603
3321866,44390,3/13/2025,Incident,Scaffold/Shoring Installations,0,0,456,DEKALB AVENUE,Brooklyn,1938,1,11205,40.690498,-73.958928,303,36,3019380001,233,BK0301
1038598,44847,7/28/2025,Accident,Worker Fell,0,1,235,EAST 57 STREET,Manhattan,1331,17,10022,40.759863,-73.966581,106,4,1013310017,10803,MN0604
2817041,43106,4/11/2024,Accident,Worker Fell,0,1,1010,WASHINGTON AVENUE,Bronx,2369,10,10456,40.826343,-73.909635,203,16,2023697503,18501,BX0301
3429272,44397,3/18/2025,Accident,Material Failure (Fell),0,1,18,INDIA STREET,Brooklyn,2538,1,11222,40.731774,-73.9604,301,33,3025380001,565,BK0101
2130734,44400,3/19/2025,Accident,Material Failure (Fell),0,1,1,ORCHARD BEACH,Bronx,5650,1,10464,40.867456,-73.797494,228,13,2056500001,504,BX2891
1091692,43905,10/31/2024,Accident,Mechanical Construction Equipment,1,0,407,WEST 206 STREET,Manhattan,2203,9,10034,40.863178,-73.917911,112,10,1022037502,299,MN1203
4624506,44405,3/19/2025,Accident,Worker Fell,0,1,52-35,74 STREET,Queens,2492,141,11373,40.73288,-73.888332,405,30,4024920141,499,QN0401
1091848,44608,5/16/2025,Accident,Worker Fell,0,1,407,WEST 206 STREET,Manhattan,2189,60,10034,40.863178,-73.917911,112,10,1022037502,299,MN1203
2013297,44406,3/20/2025,Accident,Worker Fell,0,1,2075,WEBSTER AVENUE,Bronx,3142,48,10457,40.851741,-73.898493,205,15,2031420048,379,BX0502
1036443,44409,3/20/2025,Accident,Worker Fell,0,1,145,EAST 49 STREET,Manhattan,1304,26,10017,40.75564,-73.97225,106,4,1013040026,100,MN0604
1091692,43344,6/7/2024,Accident,Worker Fell,0,1,407,WEST 206 STREET,Manhattan,2203,9,10034,40.863178,-73.917911,112,10,1022037502,299,MN1203
2008251,44408,3/20/2025,Accident,Material Failure (Fell),0,1,1940,JEROME AVENUE,Bronx,2853,12,10453,40.85113,-73.909771,205,14,2028530012,23301,BX0502
2002410,44412,3/20/2025,Accident,Worker Fell,0,1,270,EAST 167 STREET,Bronx,2438,50,10456,40.833131,-73.914027,204,16,2024380050,175,BX0401
3429519,43062,4/3/2024,Accident,Other Construction Related,0,1,20,VITAL AVENUE,Brooklyn,4586,470,11239,40.654666,-73.866684,305,42,3045860470,107001,BK0504
1091787,44420,3/22/2025,Accident,Other Construction Related,0,1,501,9 Avenue,Manhattan,735,35,10018,40.755734,-73.994607,104,3,1007350035,111,MN0401
1000007,44422,3/23/2025,Incident,Other Construction Related,0,0,25,WATER STREET,Manhattan,5,10,10004,40.703026,-74.011202,101,1,1000050010,9,MN0101
2003543,44418,3/21/2025,Accident,Mechanical Construction Equipment,0,1,1387,UNIVERSITY AVENUE,Bronx,2533,29,10452,40.842746,-73.925602,204,16,2025330029,201,BX0402
4441727,44415,3/21/2025,Accident,Mechanical Construction Equipment,0,1,28-90,REVIEW AVENUE,Queens,294,106,11101,40.738263,-73.940676,402,26,4002940106,19902,QN0202
1091786,44424,3/23/2025,Incident,Other Construction Related,0,0,489,9 AVENUE,Manhattan,735,25,10018,40.755474,-73.994799,104,3,1007350025,111,MN0401
1027073,44426,3/24/2025,Accident,Other Construction Related,0,1,533,WEST 57 STREET,Manhattan,1086,7501,10019,40.769614,-73.989722,104,6,1010867501,13502,MN0402
1085031,44428,3/25/2025,Accident,Worker Fell,0,1,400,WEST 45 STREET,Manhattan,1054,36,10036,40.760458,-73.991499,104,3,1010540036,12102,MN0402
3396710,44431,3/25/2025,Accident,Worker Fell,0,1,156,56 STREET,Brooklyn,836,19,11220,40.646326,-74.02142,307,38,3008360019,22,BK0702
3429227,44433,3/26/2025,Accident,Material Failure (Fell),0,1,65,DUPONT STREET,Brooklyn,2487,17,11222,40.735668,-73.957396,301,33,3024870017,56301,BK0101
1013637,44177,1/16/2025,Accident,Worker Fell,0,1,341,WEST 38 STREET,Manhattan,762,11,10018,40.755237,-73.992864,104,3,1007620011,115,MN0402
4624423,44435,3/27/2025,Accident,Worker Fell,0,1,42-06,ORCHARD STREET,Queens,265,13,11101,40.74817,-73.938805,402,26,4002650013,1902,QN0201
3029698,44448,4/1/2025,Incident,Other Construction Related,0,0,999,PRESIDENT STREET,Brooklyn,1187,60,11225,40.668935,-73.958743,309,35,3011870060,213,BK0901
3429295,43519,7/17/2024,Accident,Worker Fell,0,1,655,UNION STREET,Brooklyn,434,35,11215,40.677648,-73.983636,306,39,3004340035,11901,BK0601
3099098,44446,4/1/2025,Incident,Other Construction Related,0,0,854,EAST NEW YORK AVENUE,Brooklyn,4588,1,11203,40.66258,-73.934226,309,41,3045880001,88001,BK0902
3429317,44451,4/2/2025,Accident,Other Construction Related,0,1,89,DEKALB AVENUE,Brooklyn,2085,15,11201,40.689883,-73.979793,302,35,,3101,BK0203
1014731,44449,4/1/2025,Accident,Other Construction Related,0,1,635,SIXTH AVENUE,Manhattan,795,37,10011,40.740581,-73.994504,104,3,1007950037,87,MN0401
1035455,42929,3/8/2024,Accident,Worker Fell,0,1,437,MADISON AVENUE,Manhattan,1285,21,10022,40.757519,-73.975827,105,4,1012850021,102,MN0502
1091010,44455,4/4/2025,Accident,Material Failure (Fell),0,1,270,PARK AVENUE,Manhattan,1283,21,10017,40.755641,-73.975109,105,4,1012830021,94,MN0502
3172270,44462,4/6/2025,Incident,Excavation/Soil Work,0,0,2225,65 STREET,Brooklyn,6553,69,11204,40.613304,-73.980525,311,43,3065530069,436,BK1101
4624423,44456,4/4/2025,Accident,Other Construction Related,0,2,42-06,ORCHARD STREET,Queens,265,13,11101,40.74817,-73.938805,402,26,4002650013,1902,QN0201
1091787,44459,4/4/2025,Incident,Mechanical Construction Equipment,0,0,501,9 AVENUE,Manhattan,735,35,10018,40.755734,-73.994607,104,3,1007350035,111,MN0401
1091817,44468,4/8/2025,Accident,Worker Fell,0,1,126,EAST 57 STREET,Manhattan,1311,13,10022,40.761118,-73.969609,105,4,1013110013,11203,MN0604
3009621,44478,4/10/2025,Accident,Mechanical Construction Equipment,0,1,750,5 AVENUE,Brooklyn,655,31,11232,40.659028,-73.995852,307,38,3006550031,101,BK0702
1091010,44476,4/10/2025,Accident,Worker Fell,0,1,270,PARK AVENUE,Manhattan,1283,21,10017,40.755641,-73.975109,105,4,1012830021,94,MN0502
1027184,44850,7/29/2025,Accident,Other Construction Related,0,1,755,12 AVENUE,Manhattan,1109,100,10019,40.768668,-73.995404,104,3,1011090100,13501,MN0402
3159746,44487,4/14/2025,Incident,Other Construction Related,0,0,7400,20 AVENUE,Brooklyn,6217,36,11204,40.611362,-73.991241,311,43,3062170036,268,BK1101
4035521,44853,7/29/2025,Accident,Worker Fell,1,0,34-30,84 STREET,Queens,1444,19,11372,40.752996,-73.883018,403,25,4014440019,281,QN0301
1033105,44489,4/15/2025,Accident,Worker Fell,0,1,211,WEST 84 STREET,Manhattan,1232,14,10024,40.786594,-73.976488,107,6,1012320014,171,MN0702
4625206,44490,4/15/2025,Accident,Worker Fell,0,1,Feb-33,50 AVENUE,Queens,17,1,11101,40.743499,-73.95808,402,26,4000170001,101,QN0201
3426198,44152,1/10/2025,Accident,Worker Fell,0,1,532,NEPTUNE AVENUE,Brooklyn,7273,7501,11224,40.579868,-73.973025,313,48,3072737501,354,BK1302
1084612,43035,3/29/2024,Accident,Worker Fell,0,1,59,HENRY STREET,Manhattan,280,15,10002,40.71299,-73.994939,103,1,1002800015,8,MN0301
3429584,44496,4/17/2025,Accident,Other Construction Related,0,1,540,DEGRAW STREET,Brooklyn,426,1,11217,40.680192,-73.98609,306,39,3004260001,11901,BK0601
4083478,44507,4/20/2025,Incident,Other Construction Related,0,0,2010,PALMETTO STREET,Queens,3489,4,11385,40.706187,-73.904225,405,30,4034890004,589,QN0502
1034211,44502,4/19/2025,Accident,Worker Fell,0,1,520,5 AVENUE,Manhattan,1259,35,10036,40.754421,-73.980213,105,4,1012590035,96,MN0502
2093875,44498,4/17/2025,Accident,Other Construction Related,0,1,3545,BIVONA STREET,Bronx,5263,40,10475,40.883024,-73.833249,212,12,2052630040,46209,BX1202
1009706,44511,4/21/2025,Accident,Other Construction Related,0,1,65,WEST 13 STREET,Manhattan,577,7502,10011,40.736145,-73.99607,102,2,1005777502,63,MN0202
5108962,44510,4/21/2025,Accident,Other Construction Related,0,1,231,WESTWOOD AVENUE,Staten Island,706,1,10314,40.606619,-74.118187,502,49,5007060001,173,SI0203
3060932,44522,4/23/2025,Incident,Other Construction Related,0,0,47,HARRISON AVENUE,Brooklyn,2221,8,11211,40.705367,-73.95295,301,33,3022210008,529,BK0103
3038668,44514,4/22/2025,Accident,Other Construction Related,0,1,2435,PACIFIC STREET,Brooklyn,1437,46,11233,40.675235,-73.904872,316,37,3014370046,36502,BK1601
1091789,44520,4/23/2025,Accident,Worker Fell,0,1,648,WEST 48 STREET,Manhattan,1095,11,10036,40.765045,-73.996552,104,3,1010950011,12902,MN0402
1083493,44521,4/23/2025,Accident,Scaffold/Shoring Installations,0,1,565,BROOM STREET CHARTER H S,Manhattan,477,7501,10013,40.724032,-74.004961,102,1,1004777501,37,MN0201
2002826,44519,4/23/2025,Accident,Worker Fell,0,1,1040,GRAND CONCOURSE,Bronx,2462,1,10456,40.831063,-73.920361,204,16,2024620001,18102,BX0401
1000824,44527,4/23/2025,Accident,Other Construction Related,0,1,25,BROAD STREET,Manhattan,25,7502,10004,40.706114,-74.01126,101,1,1000257502,9,MN0101
1081114,44529,4/24/2025,Accident,Other Construction Related,0,1,2130,MADISON AVENUE,Manhattan,1757,1,10037,40.811232,-73.936648,111,9,1017570001,210,MN1102
3429754,44530,4/24/2025,Accident,Mechanical Construction Equipment,0,1,927,41 STREET,Brooklyn,5586,54,11219,40.644423,-73.995579,312,38,,110,BK1201
3854778,44531,4/22/2025,Accident,Worker Fell,0,1,600,CROWN STREET,Brooklyn,1417,8,11213,40.665607,-73.938452,309,35,3014170008,333,BK0901
2057922,44537,4/26/2025,Incident,Other Construction Related,0,0,707,EAST 215 STREET,Bronx,4663,92,10467,40.880391,-73.863812,212,12,2046630092,390,BX1201
3429286,43624,8/12/2024,Accident,Worker Fell,0,1,445,5 AVENUE,Brooklyn,1011,5,11215,40.669079,-73.98637,306,39,3010110005,139,BK0602
2100971,44532,4/24/2025,Accident,Other Construction Related,0,1,2756,RESERVOIR AVENUE,Bronx,3247,70,10468,40.869835,-73.89874,207,11,2032470070,409,BX0702
2007455,44526,4/23/2025,Accident,Mechanical Construction Equipment,0,1,1751,MONROE AVENUE,Bronx,2797,47,10457,40.845938,-73.906561,205,14,2027970047,22901,BX0502
1000060,44541,4/28/2025,Accident,Worker Fell,0,1,250,VESEY STREET,Manhattan,16,150,10281,40.714529,-74.015677,101,1,1000160150,31703,MN0101
3429317,44546,4/28/2025,Accident,Mechanical Construction Equipment,0,1,89,DEKALB AVENUE,Brooklyn,2085,15,11201,40.689883,-73.979793,302,35,,3101,BK0203
3429595,42924,3/7/2024,Accident,Worker Fell,0,1,180,ASHLAND PLACE,Brooklyn,2095,26,11217,40.689361,-73.978567,302,35,3020950026,33,BK0203
4624331,42746,1/24/2024,Accident,Worker Fell,0,1,78-29,AUSTIN STREET,Queens,3345,1,11375,40.713554,-73.834217,406,29,4033457501,76902,QN0602
3429492,42704,1/15/2024,Accident,Worker Fell,0,1,346,AVENUE U,Brooklyn,7127,4,11223,40.597179,-73.971344,315,44,3071277501,396,BK1501
1091738,43855,10/18/2024,Accident,Worker Fell,0,1,280,EAST HOUSTON STREET,Manhattan,397,58,10002,40.721627,-73.984307,103,2,1003977503,3002,MN0303
2130831,44499,4/18/2025,Accident,Worker Fell,0,1,1017,OLMSTEAD AVENUE,Bronx,3797,70,10472,40.827586,-73.853196,209,18,2037970070,78,BX0903
1091646,42725,1/19/2024,Accident,Worker Fell,0,1,212,WEST 124 STREET,Manhattan,1929,158,10027,40.808595,-73.949557,110,9,1019297505,222,MN1001
1026453,44941,8/24/2025,Incident,Material Failure (Fell),0,0,643,9 AVENUE,Manhattan,1055,29,10036,40.760493,-73.991142,104,3,1010550029,12102,MN0402
1090786,44552,4/30/2025,Accident,Worker Fell,0,1,1245,BROADWAY,Manhattan,832,17,10001,40.747269,-73.988368,105,3,1008320017,76,MN0501
3062477,44554,5/1/2025,Incident,Other Construction Related,0,0,158,ROEBLING STREET,Brooklyn,2367,28,11211,40.714105,-73.957842,301,34,3023670028,519,BK0102
1001357,43288,5/23/2024,Accident,Worker Fell,0,1,1,PACE PLAZA,Manhattan,102,1,10038,40.711909,-74.005843,101,1,1001020001,1501,MN0101
,44550,4/29/2025,Not DOB Jurisdiction,Other Construction Related,0,1,94,29 STREET,Brooklyn,,,11232,40.659964,-74.003114,307,38,,1801,BK0702
3124401,44557,5/1/2025,Incident,Excavation/Soil Work,0,0,816,CATON AVENUE,Brooklyn,5331,6,11218,40.647848,-73.972515,312,40,3053310006,50402,BK1203
3330085,44450,4/2/2025,Accident,Worker Fell,0,1,79,QUAY STREET,Brooklyn,2589,1,11222,40.726245,-73.958095,301,33,3025890001,561,BK0101
2083468,43298,5/28/2024,Incident,Material Failure (Fell),0,0,666,KAPPOCK STREET,Bronx,5743,29,10463,40.880659,-73.919151,208,11,2057430029,29301,BX0803
3429317,44553,4/30/2025,Accident,Material Failure (Fell),0,1,89,DEKALB AVENUE,Brooklyn,2085,15,11201,40.689883,-73.979793,302,35,,3101,BK0203
2001079,44909,8/15/2025,Accident,Worker Fell,0,1,355,EXTERIOR STREET,Bronx,2349,46,10451,40.816046,-73.931166,201,8,2023490046,6301,BX0401
1091010,44545,4/28/2025,Accident,Worker Fell,0,1,270,PARK AVENUE,Manhattan,1283,21,10017,40.755641,-73.975109,105,4,1012830021,94,MN0502
3192734,42923,3/7/2024,Accident,Other Construction Related,0,1,2102,EAST 1 STREET,Brooklyn,7127,9,11223,40.59705,-73.970523,315,44,3071270009,396,BK1501
5025713,44558,5/1/2025,Incident,Other Construction Related,0,0,192,CHARLES AVENUE,Staten Island,1092,31,10302,40.634997,-74.137798,501,49,5010920031,213,SI0106
1091817,44908,8/15/2025,Accident,Worker Fell,0,1,126,EAST 57 STREET,Manhattan,1311,13,10022,40.761118,-73.969609,105,4,1013110013,11203,MN0604
3107741,44571,5/4/2025,Accident,Other Construction Related,0,1,329,CLARKSON AVENUE,Brooklyn,4828,21,11226,40.655503,-73.948826,309,40,3048280021,804,BK0902
3192870,44559,5/1/2025,Accident,Other Construction Related,0,1,432,AVENUE U,Brooklyn,7130,6,11223,40.597532,-73.96815,315,44,3071300006,396,BK1501
1015001,44562,5/2/2025,Accident,Other Construction Related,0,1,157,WEST 25 STREET,Manhattan,801,8,10001,40.744851,-73.993425,104,3,1008010008,91,MN0401
3141885,44945,8/25/2025,Accident,Worker Fell,0,2,6315,14 AVENUE,Brooklyn,5741,5,11219,40.625671,-73.998253,311,43,3057410005,194,BK1002
1086164,44563,5/2/2025,Accident,Worker Fell,0,1,19,EAST 57 STREET,Manhattan,1293,14,10022,40.762621,-73.973128,105,4,1012930014,11202,MN0502
3416888,44570,5/4/2025,Incident,Material Failure (Fell),0,0,4910,14 AVENUE,Brooklyn,5642,33,11219,40.633578,-73.990052,312,44,3056420033,236,BK1202
3002558,44564,5/2/2025,Accident,Other Construction Related,0,1,210,JORALEMON STREET,Brooklyn,266,7501,11201,40.692459,-73.990491,302,33,3002667501,9,BK0201
1022678,44565,5/2/2025,Accident,Other Construction Related,0,1,1211,6 AVENUE,Manhattan,1000,29,10036,40.758393,-73.981537,105,4,1010000029,125,MN0502
1048273,43232,5/8/2024,Accident,Worker Fell,0,1,150,EAST 91 STREET,Manhattan,1519,50,10128,40.782533,-73.952924,108,5,1015190050,14802,MN0802
4619459,43423,6/24/2024,Incident,Other Construction Related,0,0,23-15,44 ROAD,Queens,436,1,11101,40.748365,-73.944557,402,26,4004360001,1903,QN0201
1026495,43226,5/8/2024,Accident,Other Construction Related,0,1,410,WEST 47 STREET,Manhattan,1056,38,10036,40.761866,-73.99095,104,3,1010560038,127,MN0402
1046925,43979,11/20/2024,Accident,Worker Fell,0,1,2,EAST 88 STREET,Manhattan,1499,69,10128,40.782727,-73.959236,108,4,1014990069,15002,MN0802
4624423,43225,5/7/2024,Incident,Other Construction Related,0,0,42-06,ORCHARD STREET,Queens,265,13,11101,40.74817,-73.938805,402,26,4002650013,1902,QN0201
4071404,44574,5/5/2025,Accident,Other Construction Related,0,2,66-37,PLEASANT VIEW STREET,Queens,3056,96,11379,40.71374,-73.882304,405,30,4030560096,65702,QN0504
2116550,44576,5/6/2025,Accident,Worker Fell,0,1,763,PROSPECT AVENUE,Bronx,2676,79,10455,40.817675,-73.902461,201,17,2026760079,79,BX0102
2130777,44577,5/6/2025,Accident,Worker Fell,0,1,1600,MACOMBS ROAD,Bronx,2865,134,10452,40.845745,-73.917105,205,14,2028650134,217,BX0501
1046258,44580,5/7/2025,Accident,Mechanical Construction Equipment,0,1,537,EAST 71 STREET,Manhattan,1483,23,10021,40.76576,-73.953261,108,5,1014830023,124,MN0801
1090627,44855,7/30/2025,Accident,Other Construction Related,0,1,100,WEST 37 STREET,Manhattan,812,45,10018,40.751762,-73.98657,105,4,1008120045,109,MN0502
4623703,44858,7/30/2025,Accident,Other Construction Related,0,1,143-02,135 AVENUE,Queens,12099,32,11436,40.668292,-73.796011,412,28,4120990032,792,QN1203
1034211,44857,7/30/2025,Accident,Worker Fell,0,1,520,5 AVENUE,Manhattan,1259,35,10036,40.754421,-73.980213,105,4,1012590035,96,MN0502
3144161,43499,7/11/2024,Not DOB Jurisdiction,Worker Fell,0,1,6502,5 AVENUE,Brooklyn,5818,27,11220,40.6365,-74.01928,310,47,3058180027,126,BK1001
3429317,44589,5/10/2025,Accident,Other Construction Related,0,1,85,DEKALB AVENUE,Brooklyn,2085,15,11201,40.689889,-73.979937,302,35,3020860034,3101,BK0203
1085735,43500,7/11/2024,Accident,Other Construction Related,0,1,200,PARK AVENUE,Manhattan,1280,9010,10017,40.754162,-73.976557,105,4,1012809010,92,MN0604
1061930,44856,7/29/2025,Accident,Worker Fell,0,1,533,WEST 145 STREET,Manhattan,2077,10,10031,40.825678,-73.948637,109,7,1020770010,229,MN0903
1084771,44861,7/31/2025,Accident,Worker Fell,0,1,301,PARK AVENUE,Manhattan,1304,7501,10022,40.756648,-73.974358,105,4,1013047501,100,MN0604
2815687,44593,5/12/2025,Accident,Other Construction Related,0,1,2444,TIEBOUT AVENUE,Bronx,3022,54,10458,40.860335,-73.895537,205,15,2030220054,39902,BX0503
2120979,44595,5/12/2025,Accident,Worker Fell,0,1,2421,LAFAYETTE AVENUE,Bronx,3702,49,10473,40.824029,-73.843362,209,18,2037020049,98,BX0903
1034211,44600,5/14/2025,Accident,Worker Fell,0,1,520,5 AVENUE,Manhattan,1259,35,10036,40.754421,-73.980213,105,4,1012590035,96,MN0502
1001068,44601,5/9/2025,Accident,Other Construction Related,0,1,1,LIBERTY PLAZA,Manhattan,62,7501,10006,40.709402,-74.011073,101,1,1000627501,13,MN0101
4075029,44872,8/3/2025,Incident,Other Construction Related,0,0,67-07,BURNS STREET,Queens,3166,129,11375,40.722869,-73.855793,406,29,4031660129,711,QN0602
1091635,43445,6/27/2024,Accident,Other Construction Related,0,1,600,WEST 125 STREET,Manhattan,1995,26,10027,40.815974,-73.958569,109,7,1019950026,211,MN0901
1091728,42884,2/28/2024,Accident,Worker Fell,0,1,18,WEST 55 STREET,Manhattan,1270,44,10019,40.762023,-73.975782,105,4,1012700044,104,MN0502
3250244,43953,11/14/2024,Incident,Other Construction Related,0,0,99,ASTER COURT,Brooklyn,8955,114,11229,40.595917,-73.929373,315,46,3089550114,628,BK1503
4624423,43635,8/15/2024,Accident,Worker Fell,0,1,42-06,ORCHARD STREET,Queens,265,13,11101,40.74817,-73.938805,402,26,4002650013,1902,QN0201
1085694,43896,10/29/2024,Accident,Worker Fell,0,1,540,1 AVENUE,Manhattan,962,108,10016,40.742066,-73.974757,106,4,1009620108,62,MN0603
4624066,44017,12/2/2024,Accident,Worker Fell,0,1,23-30,BORDEN AVENUE,Queens,68,38,11101,40.739918,-73.947213,402,26,4000680038,104,QN0201
1037552,44880,8/6/2025,Incident,Other Construction Related,0,0,229,EAST 42 STREET,Manhattan,1316,23,10017,40.750242,-73.973177,106,4,1013160023,88,MN0603
1044022,43316,5/31/2024,Accident,Worker Fell,0,1,1299,3 AVENUE,Manhattan,1429,4,10021,40.771378,-73.959402,108,5,1014297503,134,MN0801
1050357,43372,6/13/2024,Accident,Other Construction Related,0,1,1522,1 AVENUE,Manhattan,1559,50,10075,40.772632,-73.952462,108,5,1015597501,13603,MN0803
3428952,42689,1/12/2024,Incident,Other Construction Related,0,0,254,EUCLID AVENUE,Brooklyn,4143,2,11208,40.682273,-73.873905,305,37,3041437502,1178,BK0501
1023724,43943,11/11/2024,Accident,Other Construction Related,0,1,125,WEST 57 STREET,Manhattan,1010,15,10019,40.764727,-73.978142,105,6,1010107509,137,MN0502
3251678,43414,6/22/2024,Accident,Worker Fell,0,1,470,KENT AVENUE,Brooklyn,2134,1,11249,40.707947,-73.968433,301,33,3021347504,547,BK0102
1023724,42722,1/19/2024,Incident,Mechanical Construction Equipment,0,0,125,WEST 57 STREET,Manhattan,1010,15,10019,40.764727,-73.978142,105,6,1010107509,137,MN0502
3054518,44569,5/3/2025,Incident,Other Construction Related,0,0,130,RYERSON STREET,Brooklyn,1891,75,11205,40.694107,-73.965114,302,35,3018910075,191,BK0204
3251678,43401,6/19/2024,Accident,Worker Fell,0,1,470,KENT AVENUE,Brooklyn,2134,1,11249,40.707947,-73.968433,301,33,3021347504,547,BK0102
1054026,42652,1/4/2024,Accident,Worker Fell,0,1,2023,5 AVENUE,Manhattan,1750,1,10035,40.806511,-73.942179,111,9,1017507503,198,MN1102
1091745,44389,3/13/2025,Accident,Material Failure (Fell),0,1,80,CLARKSON STREET,Manhattan,596,30,10014,40.729793,-74.010297,102,3,1005960030,69,MN0203
3251678,43104,4/11/2024,Accident,Other Construction Related,0,1,470,KENT AVENUE,Brooklyn,2134,1,11249,40.707947,-73.968433,301,33,3021347504,547,BK0102
3428952,44101,12/26/2024,Accident,Other Construction Related,0,1,254,EUCLID AVENUE,Brooklyn,4143,2,11208,40.682273,-73.873905,305,37,3041437502,1178,BK0501
3251678,42789,2/5/2024,Accident,Material Failure (Fell),0,1,490,KENT AVENUE,Brooklyn,2134,1,11249,40.70697,-73.968397,301,33,3021347504,547,BK0102
3007199,42659,1/5/2024,Accident,Worker Fell,0,2,577,UNION STREET,Brooklyn,433,28,11215,40.678584,-73.986022,306,39,3004330028,11901,BK0601
4624117,43019,3/26/2024,Accident,Other Construction Related,0,1,147-35,95 AVENUE,Queens,9999,40,11435,40.698786,-73.805464,412,27,4099990040,208,QN1201
4623357,42870,2/23/2024,Accident,Worker Fell,0,1,51-19,BEACH CHANNEL DRIVE,Queens,15843,1,11691,40.595204,-73.782638,414,31,4158437502,97204,QN1402
1091745,43029,3/28/2024,Accident,Worker Fell,0,1,80,CLARKSON STREET,Manhattan,596,7502,10014,40.729793,-74.010297,102,3,1005960030,69,MN0203
1044689,44605,5/16/2025,Accident,Worker Fell,0,1,301,EAST 64 STREET,Manhattan,1439,1,10065,40.763592,-73.961703,108,5,1014390001,118,MN0801
1050357,43040,3/30/2024,Accident,Other Construction Related,0,1,1522,1 AVENUE,Manhattan,1559,50,10075,40.772632,-73.952462,108,5,1015597501,13603,MN0803
1050357,42765,1/30/2024,Accident,Material Failure (Fell),0,1,1522,1 AVENUE,Manhattan,1559,50,10075,40.772632,-73.952462,108,5,1015597501,13603,MN0803
3429314,43255,5/14/2024,Incident,Mechanical Construction Equipment,0,0,223,LINDEN STREET,Brooklyn,3325,60,11221,40.696176,-73.916696,304,37,3033250060,433,BK0402
3429314,43181,4/25/2024,Accident,Other Construction Related,0,1,223,LINDEN STREET,Brooklyn,3325,60,11221,40.696176,-73.916696,304,37,3033250060,433,BK0402
1050357,42867,2/23/2024,Accident,Other Construction Related,0,1,1522,1 AVENUE,Manhattan,1559,50,10075,40.772632,-73.952462,108,5,1015597501,13603,MN0803
3020950,43307,5/29/2024,Incident,Other Construction Related,0,0,426,2 STREET,Brooklyn,975,37,11215,40.672539,-73.981023,306,39,3009757506,135,BK0602
3251678,42646,1/3/2024,Accident,Mechanical Construction Equipment,0,1,480,KENT AVENUE,Brooklyn,2134,1,11249,40.707373,-73.968411,301,33,3021347504,547,BK0102
1023724,43109,4/11/2024,Accident,Worker Fell,0,1,125,WEST 57 STREET,Manhattan,1010,15,10019,40.764727,-73.978142,105,6,1010107509,137,MN0502
1050357,42883,2/28/2024,Accident,Other Construction Related,0,1,1522,1 AVENUE,Manhattan,1559,50,10075,40.772632,-73.952462,108,5,1015597501,13603,MN0803
1041706,44497,4/17/2025,Accident,Other Construction Related,0,1,20,EAST 76 STREET,Manhattan,1390,57,10021,40.774549,-73.964003,108,4,1013907505,130,MN0802
3251678,43121,4/15/2024,Accident,Material Failure (Fell),0,1,470,KENT AVENUE,Brooklyn,2134,1,11249,40.707947,-73.968433,301,33,3021347504,547,BK0102
1044022,44172,1/15/2025,Accident,Worker Fell,0,1,1299,3rd AVENUE,Manhattan,1429,4,10021,40.771378,-73.959402,108,5,1014297503,134,MN0801
1050357,42834,2/16/2024,Accident,Material Failure (Fell),0,1,1522,1 AVENUE,Manhattan,1559,50,10075,40.772632,-73.952462,108,5,1015597501,13603,MN0803
1091654,43602,8/7/2024,Accident,Worker Fell,0,1,570,WASHINGTON STREET,Manhattan,596,7502,10014,40.729212,-74.009316,102,3,1005960004,69,MN0203
3428952,43489,7/9/2024,Accident,Worker Fell,0,1,254,EUCLID AVENUE,Brooklyn,4143,2,11208,40.682273,-73.873905,305,37,3041437502,1178,BK0501
4623357,42801,2/8/2024,Accident,Worker Fell,0,1,51-19,BEACH CHANNEL DRIVE,Queens,15843,1,11691,40.595204,-73.782638,414,31,4158437502,97204,QN1402
